OCCRNC_YEAR,OCCRNC_MM,OCCRNC_AREA,OCCRNC_CNT,PATNT_CNT
2026,02,서울,6,87
2026,02,강원,2,26
2026,02,충남,1,30
2026,02,전북,1,77
2026,02,경북,4,51
2026,02,경남,5,26
2026,02,부산,3,7
2026,02,대구,1,5
2026,02,인천,2,52
2026,02,울산,3,30
2026,02,세종,1,16
2026,02,경기,6,59
2026,01,서울,13,81
2026,01,강원,2,9
2026,01,충북,5,56
2026,01,충남,2,8
2026,01,전북,1,20
2026,01,전남,4,33
2026,01,경북,5,76
2026,01,경남,8,51
2026,01,제주,3,40
2026,01,부산,2,19
2026,01,대구,3,31
2026,01,인천,3,92
2026,01,광주,1,4
2026,01,대전,1,4
2026,01,울산,1,35
2026,01,경기,20,197
2025,12,서울,1,10
2025,12,강원,2,86
2025,12,충북,1,60
2025,12,충남,1,2
2025,12,전북,1,36
2025,12,전남,1,5
2025,12,경북,2,38
2025,12,제주,1,2
2025,12,부산,3,55
2025,12,울산,1,32
2025,12,세종,1,5
2025,12,경기,7,238
2025,11,서울,1,9
2025,11,강원,1,6
2025,11,충북,1,24
2025,11,충남,1,5
2025,11,전북,1,23
2025,11,전남,3,25
2025,11,부산,3,17
2025,11,대구,1,5
2025,11,대전,1,30
2025,11,세종,3,24
2025,11,경기,2,15
2025,10,서울,1,14
2025,10,전남,4,92
2025,10,경북,1,5
2025,10,경남,1,90
2025,10,제주,5,55
2025,10,부산,4,240
2025,10,울산,1,2
2025,10,경기,6,91
2025,09,서울,5,169
2025,09,충북,2,147
2025,09,충남,2,9
2025,09,전북,2,132
2025,09,전남,2,5
2025,09,경북,4,71
2025,09,경남,6,152
2025,09,제주,2,74
2025,09,부산,4,141
2025,09,대구,2,44
2025,09,인천,3,267
2025,09,광주,1,37
2025,09,대전,2,44
2025,09,경기,8,138
2025,08,서울,5,111
2025,08,강원,4,18
2025,08,충북,2,11
2025,08,충남,2,34
2025,08,전북,1,13
2025,08,전남,3,33
2025,08,경북,1,5
2025,08,경남,5,131
2025,08,제주,3,7
2025,08,부산,2,64
2025,08,인천,3,62
2025,08,광주,1,2
2025,08,대전,1,810
2025,08,경기,8,153
2025,07,서울,4,421
2025,07,강원,1,3
2025,07,충북,2,38
2025,07,충남,4,63
2025,07,전남,3,36
2025,07,경북,2,15
2025,07,경남,2,7
2025,07,제주,2,30
2025,07,부산,5,98
2025,07,대구,1,4
2025,07,인천,3,53
2025,07,광주,1,66
2025,07,대전,1,99
2025,07,경기,6,171
2025,06,서울,1,88
2025,06,충북,2,110
2025,06,충남,3,147
2025,06,전북,5,132
2025,06,전남,2,20
2025,06,경북,4,27
2025,06,경남,1,279
2025,06,제주,2,50
2025,06,부산,1,3
2025,06,대구,2,72
2025,06,인천,1,3
2025,06,대전,1,3
2025,06,울산,1,6
2025,06,경기,2,36
2025,05,서울,4,194
2025,05,강원,2,159
2025,05,충북,1,152
2025,05,충남,2,11
2025,05,전북,2,55
2025,05,전남,3,92
2025,05,경북,1,8
2025,05,경남,2,36
2025,05,제주,1,4
2025,05,부산,1,91
2025,05,대구,1,26
2025,05,경기,5,466
2025,04,서울,2,192
2025,04,충북,1,4
2025,04,충남,1,141
2025,04,전북,1,2
2025,04,전남,1,10
2025,04,경북,2,38
2025,04,경남,2,12
2025,04,부산,2,44
2025,04,대구,1,5
2025,04,인천,1,16
2025,04,경기,3,85
2025,03,서울,3,51
2025,03,강원,2,85
2025,03,충남,2,24
2025,03,전남,1,46
2025,03,경남,2,52
2025,03,제주,1,91
2025,03,부산,4,50
2025,03,대구,1,20
2025,03,울산,1,6
2025,03,경기,2,67
2025,02,서울,3,32
2025,02,강원,3,73
2025,02,충북,2,38
2025,02,충남,1,7
2025,02,경북,1,6
2025,02,경남,1,7
2025,02,제주,1,4
2025,02,부산,1,102
2025,02,대구,2,110
2025,02,경기,2,87
2025,01,서울,7,167
2025,01,충북,3,8
2025,01,충남,1,25
2025,01,경북,2,4
2025,01,경남,3,13
2025,01,부산,9,84
2025,01,대구,2,42
2025,01,울산,2,16
2025,01,경기,3,147
2024,12,서울,1,16
2024,12,충남,4,20
2024,12,전북,1,6
2024,12,경북,3,46
2024,12,경남,1,17
2024,12,제주,1,5
2024,12,부산,4,51
2024,12,대구,1,15
2024,12,광주,2,122
2024,12,경기,3,31
2024,11,서울,3,41
2024,11,강원,1,3
2024,11,충남,3,12
2024,11,전북,1,12
2024,11,경북,1,4
2024,11,부산,2,32
2024,11,대구,1,86
2024,11,광주,1,12
2024,11,경기,1,69
2024,10,서울,5,226
2024,10,충남,1,10
2024,10,전북,1,26
2024,10,전남,2,29
2024,10,경북,1,10
2024,10,경남,1,22
2024,10,제주,2,9
2024,10,대구,1,2
2024,10,인천,1,57
2024,10,대전,1,3
2024,10,세종,1,4
2024,10,경기,2,138
2024,09,서울,1,6
2024,09,강원,3,169
2024,09,충북,2,21
2024,09,충남,1,4
2024,09,전북,1,2
2024,09,전남,2,6
2024,09,경북,2,9
2024,09,경남,3,31
2024,09,제주,1,4
2024,09,불명,2,23
2024,09,부산,2,85
2024,09,대구,1,7
2024,09,인천,1,48
2024,09,광주,1,118
2024,09,경기,9,288
2024,08,서울,4,134
2024,08,강원,1,7
2024,08,충북,2,5
2024,08,충남,1,4
2024,08,전북,1,44
2024,08,경북,1,3
2024,08,경남,8,173
2024,08,불명,1,4
2024,08,부산,3,22
2024,08,광주,1,30
2024,08,대전,2,41
2024,08,울산,1,3
2024,08,경기,5,722
2024,07,서울,6,66
2024,07,강원,1,33
2024,07,충북,2,113
2024,07,충남,3,28
2024,07,전북,2,870
2024,07,전남,2,23
2024,07,경북,2,83
2024,07,경남,2,90
2024,07,제주,4,14
2024,07,부산,4,62
2024,07,대구,1,24
2024,07,광주,2,31
2024,07,울산,1,13
2024,07,경기,8,343
2024,06,서울,1,6
2024,06,강원,2,35
2024,06,충북,1,56
2024,06,충남,1,12
2024,06,전북,3,18
2024,06,전남,3,32
2024,06,경남,4,173
2024,06,제주,1,4
2024,06,부산,1,3
2024,06,대구,2,8
2024,06,세종,2,32
2024,06,경기,2,70
2024,05,서울,2,24
2024,05,강원,1,4
2024,05,충북,2,47
2024,05,충남,3,15
2024,05,전북,2,81
2024,05,전남,2,9
2024,05,경북,4,78
2024,05,경남,2,35
2024,05,제주,1,5
2024,05,불명,1,120
2024,05,부산,3,58
2024,05,대전,1,18
2024,05,경기,1,16
2024,04,서울,2,151
2024,04,충북,2,33
2024,04,충남,2,68
2024,04,전북,2,127
2024,04,경북,1,5
2024,04,경남,3,158
2024,04,제주,2,155
2024,04,부산,3,105
2024,04,울산,1,15
2024,04,경기,4,70
2024,03,서울,1,100
2024,03,강원,1,3
2024,03,경북,2,27
2024,03,제주,1,3
2024,03,불명,1,82
2024,03,부산,1,153
2024,03,대구,1,43
2024,03,광주,1,2
2024,03,대전,1,2
2024,03,경기,1,38
2024,02,충북,2,25
2024,02,전북,1,30
2024,02,전남,1,4
2024,02,경남,1,5
2024,02,불명,1,3
2024,02,부산,1,2
2024,01,서울,1,25
2024,01,강원,1,22
2024,01,충북,2,29
2024,01,전북,1,7
2024,01,경북,1,5
2024,01,경남,2,8
2024,01,제주,2,4
2024,01,불명,2,8
2024,01,부산,5,76
2024,01,대구,2,17
2024,01,경기,1,113
2023,12,서울,4,221
2023,12,충북,1,3
2023,12,충남,1,9
2023,12,전북,2,20
2023,12,경북,2,9
2023,12,경남,2,11
2023,12,부산,2,24
2023,12,대전,2,4
2023,12,경기,3,14
2023,11,서울,1,58
2023,11,강원,3,12
2023,11,전북,1,5
2023,11,전남,2,72
2023,11,경북,2,111
2023,11,경남,3,32
2023,11,제주,1,12
2023,11,부산,2,5
2023,11,인천,1,26
2023,11,광주,1,19
2023,11,대전,1,6
2023,11,경기,1,89
2023,10,서울,2,59
2023,10,강원,5,36
2023,10,충북,2,264
2023,10,충남,1,32
2023,10,전남,2,49
2023,10,경북,2,21
2023,10,경남,4,89
2023,10,제주,2,17
2023,10,부산,5,102
2023,10,인천,1,18
2023,10,광주,1,7
2023,10,울산,2,41
2023,09,서울,2,115
2023,09,강원,4,152
2023,09,충남,2,15
2023,09,전북,1,107
2023,09,전남,2,34
2023,09,경북,2,18
2023,09,경남,3,30
2023,09,제주,2,4
2023,09,부산,9,161
2023,09,대구,2,156
2023,09,인천,3,28
2023,09,광주,2,498
2023,09,대전,1,2
2023,09,울산,1,22
2023,09,경기,7,248
2023,08,서울,4,392
2023,08,강원,3,24
2023,08,충북,2,80
2023,08,충남,3,104
2023,08,전북,1,28
2023,08,전남,1,6
2023,08,경북,3,22
2023,08,경남,3,35
2023,08,제주,2,44
2023,08,부산,6,158
2023,08,대구,2,40
2023,08,세종,1,2
2023,08,경기,6,42
2023,07,서울,1,6
2023,07,강원,4,201
2023,07,충북,3,62
2023,07,충남,1,40
2023,07,전북,2,80
2023,07,전남,1,4
2023,07,경북,3,26
2023,07,경남,6,56
2023,07,제주,1,2
2023,07,부산,7,291
2023,07,대구,1,16
2023,07,인천,1,8
2023,07,광주,1,25
2023,07,울산,1,27
2023,07,세종,1,2
2023,07,경기,7,717
2023,06,서울,3,119
2023,06,강원,4,19
2023,06,충북,1,6
2023,06,충남,2,37
2023,06,전북,2,7
2023,06,전남,1,8
2023,06,경북,2,15
2023,06,경남,3,19
2023,06,제주,1,2
2023,06,불명,1,15
2023,06,부산,2,26
2023,06,인천,3,47
2023,06,광주,1,44
2023,06,경기,4,39
2023,05,서울,3,134
2023,05,강원,2,11
2023,05,충북,2,9
2023,05,충남,5,109
2023,05,전북,1,3
2023,05,경남,2,68
2023,05,불명,1,4
2023,05,부산,3,8
2023,05,대구,1,5
2023,05,울산,1,18
2023,05,경기,7,385
2023,04,서울,3,177
2023,04,강원,3,9
2023,04,충북,1,4
2023,04,충남,2,29
2023,04,경북,2,15
2023,04,경남,5,73
2023,04,불명,1,23
2023,04,부산,4,14
2023,04,인천,1,4
2023,04,광주,1,296
2023,04,울산,1,33
2023,04,경기,4,121
2023,03,서울,4,196
2023,03,강원,5,15
2023,03,충북,1,3
2023,03,충남,1,113
2023,03,전북,3,32
2023,03,경남,1,18
2023,03,불명,6,62
2023,03,부산,4,12
2023,03,인천,1,2
2023,03,광주,1,2
2023,03,경기,3,59
2023,02,서울,2,21
2023,02,강원,1,2
2023,02,충북,1,4
2023,02,충남,5,56
2023,02,전북,1,15
2023,02,경남,1,3
2023,02,불명,3,31
2023,02,부산,2,11
2023,02,대구,3,40
2023,02,인천,1,4
2023,02,광주,1,6
2023,02,경기,3,73
2023,01,서울,1,37
2023,01,강원,2,23
2023,01,충북,2,84
2023,01,충남,3,8
2023,01,전북,2,21
2023,01,전남,2,8
2023,01,경북,2,9
2023,01,경남,1,2
2023,01,부산,4,10
2023,01,대구,3,119
2023,01,인천,2,43
2023,01,광주,1,4
2023,01,대전,1,5
2023,01,경기,5,54
2022,12,서울,4,62
2022,12,충북,1,15
2022,12,충남,4,40
2022,12,전북,1,14
2022,12,전남,1,3
2022,12,경북,1,52
2022,12,경남,1,12
2022,12,부산,5,96
2022,12,대구,2,11
2022,12,인천,1,32
2022,12,대전,2,6
2022,12,경기,8,99
2022,11,서울,7,106
2022,11,충북,2,16
2022,11,충남,6,36
2022,11,전북,1,4
2022,11,전남,1,2
2022,11,경남,2,77
2022,11,부산,2,21
2022,11,대구,1,7
2022,11,경기,4,43
2022,10,서울,6,104
2022,10,강원,1,3
2022,10,충북,1,2
2022,10,전북,2,58
2022,10,전남,1,4
2022,10,경북,3,45
2022,10,경남,2,29
2022,10,제주,2,13
2022,10,부산,1,81
2022,10,대구,1,4
2022,10,경기,2,93
2022,09,서울,2,10
2022,09,강원,5,77
2022,09,충북,2,10
2022,09,전남,4,43
2022,09,경북,2,12
2022,09,경남,1,11
2022,09,제주,2,29
2022,09,불명,1,55
2022,09,부산,5,239
2022,09,대구,1,27
2022,09,인천,1,2
2022,09,경기,3,63
2022,08,서울,6,35
2022,08,충북,2,6
2022,08,충남,2,22
2022,08,전남,1,6
2022,08,경북,2,14
2022,08,경남,3,10
2022,08,불명,2,10
2022,08,부산,7,78
2022,08,대구,1,66
2022,08,세종,1,4
2022,08,경기,4,287
2022,07,서울,6,37
2022,07,강원,3,19
2022,07,충남,1,2
2022,07,전북,4,15
2022,07,전남,2,8
2022,07,경북,2,15
2022,07,경남,7,89
2022,07,제주,1,13
2022,07,불명,4,23
2022,07,부산,5,104
2022,07,대구,5,66
2022,07,인천,4,174
2022,07,광주,2,5
2022,07,대전,1,4
2022,07,울산,2,10
2022,07,경기,8,68
2022,06,서울,7,152
2022,06,강원,1,3
2022,06,충북,1,5
2022,06,충남,2,27
2022,06,전남,2,10
2022,06,경북,4,93
2022,06,경남,6,108
2022,06,제주,7,44
2022,06,부산,4,467
2022,06,대전,1,5
2022,06,경기,7,129
2022,05,서울,2,26
2022,05,충북,1,41
2022,05,충남,3,141
2022,05,전북,3,79
2022,05,경북,2,15
2022,05,경남,3,38
2022,05,제주,1,34
2022,05,부산,3,16
2022,05,대구,3,10
2022,05,인천,1,2
2022,05,광주,2,16
2022,05,경기,6,239
2022,04,서울,4,50
2022,04,충북,1,3
2022,04,충남,2,4
2022,04,경남,1,3
2022,04,제주,1,74
2022,04,부산,1,6
2022,04,경기,2,8
2022,03,강원,1,5
2022,03,전남,1,5
2022,03,부산,6,98
2022,03,대구,1,115
2022,03,대전,1,125
2022,03,울산,1,5
2022,03,경기,2,69
2022,02,서울,1,6
2022,02,충북,1,2
2022,02,충남,1,11
2022,02,제주,1,24
2022,02,광주,1,16
2022,02,대전,1,51
2022,02,경기,2,24
2022,01,서울,2,70
2022,01,충남,1,2
2022,01,경북,2,9
2022,01,불명,1,2
2022,01,부산,1,2
2022,01,광주,1,3
2022,01,대전,1,39
2022,01,경기,1,12
2021,12,서울,2,53
2021,12,강원,2,150
2021,12,충북,1,2
2021,12,충남,1,30
2021,12,전북,1,25
2021,12,경북,2,46
2021,12,경남,1,10
2021,12,부산,2,5
2021,12,인천,1,16
2021,12,광주,1,3
2021,12,대전,2,5
2021,11,서울,3,20
2021,11,충북,1,30
2021,11,충남,1,16
2021,11,전북,1,24
2021,11,전남,3,26
2021,11,경남,1,4
2021,11,부산,2,6
2021,11,인천,1,14
2021,11,경기,1,2
2021,10,충북,2,118
2021,10,충남,1,2
2021,10,전북,1,17
2021,10,전남,2,44
2021,10,부산,2,7
2021,10,경기,3,34
2021,09,충북,2,5
2021,09,충남,1,9
2021,09,전남,2,15
2021,09,경북,3,22
2021,09,경남,3,134
2021,09,제주,1,19
2021,09,부산,4,22
2021,09,인천,1,29
2021,09,광주,1,4
2021,09,경기,5,76
2021,08,서울,5,154
2021,08,강원,2,59
2021,08,충북,8,83
2021,08,충남,3,56
2021,08,전북,1,3
2021,08,경북,4,29
2021,08,경남,2,28
2021,08,제주,1,3
2021,08,불명,1,2
2021,08,부산,5,91
2021,08,대구,1,29
2021,08,광주,3,14
2021,08,경기,10,327
2021,07,서울,1,8
2021,07,강원,1,3
2021,07,충북,3,24
2021,07,충남,2,118
2021,07,전남,2,9
2021,07,경북,1,3
2021,07,경남,2,61
2021,07,제주,1,2
2021,07,부산,5,595
2021,07,대구,2,33
2021,07,광주,1,16
2021,07,경기,7,421
2021,06,서울,5,58
2021,06,강원,3,26
2021,06,충북,2,6
2021,06,충남,2,18
2021,06,전북,1,6
2021,06,전남,1,42
2021,06,경북,1,4
2021,06,경남,1,11
2021,06,부산,2,46
2021,06,대구,1,63
2021,06,인천,1,15
2021,06,울산,1,5
2021,06,경기,3,43
2021,05,서울,2,10
2021,05,강원,1,3
2021,05,충북,2,35
2021,05,전북,1,12
2021,05,전남,2,8
2021,05,경북,1,4
2021,05,제주,1,6
2021,05,부산,2,43
2021,05,대구,1,15
2021,05,광주,1,4
2021,05,경기,4,54
2021,04,서울,3,178
2021,04,강원,1,6
2021,04,충남,4,14
2021,04,경북,1,2
2021,04,경남,3,45
2021,04,제주,2,6
2021,04,부산,2,29
2021,04,대구,1,79
2021,04,인천,1,25
2021,04,광주,2,5
2021,04,경기,4,28
2021,03,서울,3,62
2021,03,강원,3,11
2021,03,충남,1,46
2021,03,전북,2,16
2021,03,전남,1,1
2021,03,경남,2,11
2021,03,제주,2,17
2021,03,불명,1,2
2021,03,부산,2,51
2021,03,대전,2,7
2021,03,세종,1,110
2021,03,경기,1,67
2021,02,서울,1,8
2021,02,강원,3,12
2021,02,충남,2,193
2021,02,경남,1,3
2021,02,부산,1,21
2021,02,광주,1,2
2021,02,경기,2,59
2021,01,서울,1,30
2021,01,충북,1,9
2021,01,충남,1,6
2021,01,경북,1,19
2021,01,경남,1,28
2021,01,광주,1,2
2021,01,세종,1,148
2021,01,경기,2,50
2020,12,서울,1,12
2020,12,대구,1,3
2020,12,대전,2,46
2020,12,경기,3,17
2020,11,강원,1,10
2020,11,충북,1,2
2020,11,충남,1,19
2020,11,제주,1,2
2020,11,부산,1,117
2020,11,광주,1,15
2020,11,경기,4,87
2020,10,서울,1,6
2020,10,강원,1,19
2020,10,전북,1,2
2020,10,전남,1,6
2020,10,경북,1,100
2020,10,경남,1,6
2020,10,제주,1,10
2020,10,부산,1,9
2020,10,대구,1,7
2020,10,경기,2,6
2020,09,강원,1,4
2020,09,충북,3,23
2020,09,전북,2,11
2020,09,경남,1,3
2020,09,부산,1,4
2020,09,대구,2,33
2020,09,인천,1,4
2020,09,광주,3,45
2020,09,경기,2,30
2020,08,서울,2,51
2020,08,강원,2,24
2020,08,경북,1,14
2020,08,경남,2,6
2020,08,제주,1,6
2020,08,부산,4,19
2020,08,대구,2,16
2020,08,인천,1,3
2020,08,울산,1,10
2020,08,경기,2,11
2020,07,서울,3,124
2020,07,강원,1,3
2020,07,충북,1,6
2020,07,전북,1,13
2020,07,전남,1,2
2020,07,경북,4,77
2020,07,경남,2,96
2020,07,제주,3,15
2020,07,부산,3,44
2020,07,인천,1,104
2020,07,광주,1,10
2020,07,대전,1,6
2020,07,울산,1,4
2020,07,경기,7,184
2020,06,서울,2,7
2020,06,충북,1,39
2020,06,충남,1,94
2020,06,전남,5,68
2020,06,제주,1,89
2020,06,부산,4,48
2020,06,대구,1,3
2020,06,인천,1,17
2020,06,울산,1,16
2020,06,경기,2,107
2020,05,전북,1,5
2020,05,전남,1,3
2020,05,경남,1,3
2020,05,부산,1,2
2020,05,경기,1,6
2020,04,서울,1,5
2020,04,충북,2,83
2020,04,경북,3,14
2020,04,경남,1,4
2020,04,경기,1,6
2020,03,충북,1,4
2020,03,경기,2,113
2020,02,전남,1,9
2020,02,경북,2,9
2020,02,세종,1,6
2020,02,경기,5,51
2020,01,서울,3,9
2020,01,충북,2,10
2020,01,전북,5,32
2020,01,전남,1,6
2020,01,경북,2,5
2020,01,경남,1,11
2020,01,부산,2,5
2020,01,대구,2,12
2020,01,울산,1,2
2020,01,경기,9,125
2019,12,서울,6,106
2019,12,충북,1,2
2019,12,전북,1,18
2019,12,전남,1,17
2019,12,경북,1,5
2019,12,경남,2,58
2019,12,대구,1,2
2019,12,인천,1,11
2019,12,경기,4,32
2019,11,서울,1,2
2019,11,충남,1,18
2019,11,전남,2,76
2019,11,제주,1,5
2019,11,불명,2,20
2019,11,부산,1,19
2019,11,대구,1,15
2019,11,인천,3,28
2019,11,광주,1,5
2019,11,대전,1,4
2019,11,세종,1,5
2019,11,경기,3,39
2019,10,서울,2,38
2019,10,강원,1,5
2019,10,충북,1,2
2019,10,충남,2,28
2019,10,전북,1,3
2019,10,전남,1,39
2019,10,경남,2,9
2019,10,제주,2,40
2019,10,불명,1,10
2019,10,경기,3,53
2019,09,서울,2,8
2019,09,강원,2,18
2019,09,충북,2,14
2019,09,충남,2,12
2019,09,전북,3,33
2019,09,경북,1,2
2019,09,경남,1,11
2019,09,제주,1,6
2019,09,불명,1,8
2019,09,부산,1,4
2019,09,인천,2,8
2019,09,광주,1,5
2019,09,경기,3,7
2019,08,서울,1,5
2019,08,강원,4,66
2019,08,충북,3,20
2019,08,충남,1,70
2019,08,전남,1,51
2019,08,경남,4,33
2019,08,불명,1,4
2019,08,대구,1,2
2019,08,인천,1,5
2019,08,광주,1,6
2019,08,경기,7,71
2019,07,서울,5,54
2019,07,강원,1,6
2019,07,충북,2,49
2019,07,충남,2,166
2019,07,전북,3,18
2019,07,경북,3,42
2019,07,경남,1,3
2019,07,대구,1,26
2019,07,인천,2,38
2019,07,광주,2,19
2019,07,울산,1,5
2019,07,경기,5,124
2019,06,서울,8,68
2019,06,강원,2,55
2019,06,충북,4,107
2019,06,충남,1,6
2019,06,전북,2,8
2019,06,경북,1,13
2019,06,경남,1,27
2019,06,제주,1,8
2019,06,불명,1,4
2019,06,부산,2,67
2019,06,대구,1,42
2019,06,인천,3,11
2019,06,광주,2,9
2019,06,대전,2,32
2019,06,경기,6,75
2019,05,서울,2,44
2019,05,강원,3,14
2019,05,충북,1,14
2019,05,충남,1,4
2019,05,전북,1,6
2019,05,전남,1,16
2019,05,경북,5,39
2019,05,경남,1,3
2019,05,부산,4,140
2019,05,대구,1,2
2019,05,인천,1,4
2019,05,대전,2,4
2019,05,울산,1,8
2019,05,경기,11,140
2019,04,서울,6,320
2019,04,강원,2,5
2019,04,충북,2,25
2019,04,충남,2,41
2019,04,전북,2,6
2019,04,전남,1,5
2019,04,경북,3,34
2019,04,경남,4,21
2019,04,제주,1,3
2019,04,부산,1,6
2019,04,대구,2,9
2019,04,인천,1,19
2019,04,울산,1,7
2019,04,경기,3,42
2019,03,충북,1,13
2019,03,충남,1,2
2019,03,전남,1,5
2019,03,경북,1,5
2019,03,경남,1,8
2019,03,부산,3,13
2019,03,대구,1,54
2019,03,인천,2,268
2019,03,광주,1,9
2019,03,대전,1,24
2019,03,경기,6,103
2019,02,서울,2,43
2019,02,강원,1,3
2019,02,충남,2,12
2019,02,전남,1,8
2019,02,경북,1,2
2019,02,경남,5,26
2019,02,부산,2,8
2019,02,대구,1,2
2019,02,인천,1,5
2019,01,서울,1,31
2019,01,강원,2,18
2019,01,충북,2,18
2019,01,충남,2,32
2019,01,전북,1,5
2019,01,경북,2,55
2019,01,경남,4,29
2019,01,부산,1,6
2019,01,대구,1,3
2019,01,경기,5,19
2018,12,서울,4,49
2018,12,전남,2,12
2018,12,경북,1,21
2018,12,경남,3,26
2018,12,인천,3,12
2018,12,경기,2,22
2018,11,서울,1,2
2018,11,충북,2,28
2018,11,충남,1,26
2018,11,전북,3,25
